booking_id,guest_name,guest_email,room_id,check_in,check_out,nights,guests_count,amount,status
BK-2021-00225,Grace OBrien,grace.obrien.050.2@gmail.com,R-302,2021-01-19,2021-01-22,3,2,10800,Completed
BK-2021-00226,Julia OBrien,julia.obrien.090@gmail.com,R-102,2021-01-19,2021-01-22,3,2,7200,Completed
BK-2021-00227,Andre Lee,andre.lee.055.2@gmail.com,R-301,2021-01-20,2021-01-22,2,2,7200,Completed
BK-2021-00228,Clara OBrien,clara.obrien.114@icloud.com,R-205,2021-01-21,2021-01-27,6,1,21600,Completed
BK-2021-00229,Lucas Singh,lucas.singh.077@yahoo.com,R-304,2021-01-22,2021-01-24,2,4,9300,Completed
BK-2021-00230,David Patel,david.patel.092@yahoo.com,R-303,2021-01-23,2021-01-25,2,4,9300,Completed
BK-2021-00231,Isabella Bennett,isabella.bennett.104@icloud.com,R-201,2021-01-24,2021-01-28,4,2,9600,Completed
BK-2021-00232,Priya Tanaka,priya.tanaka.065@gmail.com,R-404,2021-01-25,2021-01-29,4,5,17600,Completed
BK-2021-00233,Oscar Singh,oscar.singh.117@yahoo.com,R-402,2021-01-26,2021-01-30,4,3,23200,Completed
BK-2021-00234,Maya Patel,maya.patel.076@outlook.com,R-105,2021-01-27,2021-01-30,3,4,13200,Completed
BK-2021-00235,Chen Garcia,chen.garcia.067@yahoo.com,R-102,2021-01-29,2021-01-31,2,2,5100,Completed
BK-2021-00236,Liam OBrien,liam.obrien.066@outlook.com,R-403,2021-01-30,2021-02-03,4,3,18700,Completed
BK-2021-00237,Mei Chua,mei.chua.022.2@yahoo.com,R-304,2021-01-30,2021-02-02,3,1,14000,Completed
BK-2021-00238,Yuna Chua,yuna.chua.078@proton.me,R-206,2021-01-31,2021-02-02,2,1,7200,Completed
BK-2021-00239,James Chua,james.chua.094@icloud.com,R-102,2021-01-31,2021-02-05,5,2,12000,Completed
BK-2021-00240,Elena Patel,elena.patel.028.2@proton.me,R-101,2021-02-01,2021-02-04,3,2,7200,Completed
BK-2021-00241,Sofia Bennett,sofia.bennett.008.2@proton.me,R-204,2021-02-01,2021-02-04,3,2,10800,Completed
BK-2021-00242,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-105,2021-02-05,2021-02-06,1,3,4700,Completed
BK-2021-00243,Maria Garcia,maria.garcia.091@outlook.com,R-204,2021-02-06,2021-02-09,3,1,11400,Completed
BK-2021-00244,Yuna Patel,yuna.patel.108@proton.me,R-403,2021-02-09,2021-02-12,3,1,13200,Completed
BK-2021-00245,Aiko Garcia,aiko.garcia.003.2@proton.me,R-203,2021-02-12,2021-02-19,7,1,26700,Completed
BK-2021-00246,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-105,2021-02-15,2021-02-19,4,1,17600,Completed
BK-2021-00247,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-204,2021-02-17,2021-02-22,5,2,18000,Completed
BK-2021-00248,Andre Lee,andre.lee.055.2@gmail.com,R-104,2021-02-18,2021-02-23,5,1,12000,Completed
BK-2021-00249,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-301,2021-02-19,2021-02-23,4,2,15300,Completed
BK-2021-00250,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-103,2021-02-19,2021-02-23,4,1,10200,Completed
BK-2021-00251,Mei Bennett,mei.bennett.112@yahoo.com,R-204,2021-02-20,2021-02-26,6,3,22900,Completed
BK-2021-00252,Kenji Lee,kenji.lee.071@outlook.com,R-106,2021-02-23,2021-02-26,3,4,13200,Completed
BK-2021-00253,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-402,2021-02-24,2021-03-03,7,4,40600,Completed
BK-2021-00254,Chen Tanaka,chen.tanaka.097@yahoo.com,R-106,2021-02-25,2021-03-01,4,1,17600,Completed
BK-2021-00255,Sofia Chua,sofia.chua.038.2@proton.me,R-201,2021-02-27,2021-02-28,1,1,2500,Completed
BK-2021-00256,Maya Patel,maya.patel.076@outlook.com,R-202,2021-02-27,2021-03-06,7,1,17800,Completed
BK-2021-00257,James Chua,james.chua.094@icloud.com,R-103,2021-03-01,2021-03-04,3,1,8100,Completed
BK-2021-00258,Samir Lee,samir.lee.119@icloud.com,R-402,2021-03-02,2021-03-05,3,2,19500,Completed
BK-2021-00259,Grace Bennett,grace.bennett.080@gmail.com,R-106,2021-03-03,2021-03-06,3,4,0,Cancelled
BK-2021-00260,Amara Bennett,amara.bennett.072@yahoo.com,R-206,2021-03-05,2021-03-08,3,3,12700,Completed
BK-2021-00261,Liam Chua,liam.chua.006.2@outlook.com,R-102,2021-03-06,2021-03-11,5,1,0,Cancelled
BK-2021-00262,Sofia Chua,sofia.chua.038.2@proton.me,R-105,2021-03-10,2021-03-14,4,3,0,Cancelled
BK-2021-00263,Priya Singh,priya.singh.005.2@gmail.com,R-306,2021-03-12,2021-03-16,4,3,27400,Completed
BK-2021-00264,Julia Chua,julia.chua.030.2@gmail.com,R-204,2021-03-12,2021-03-13,1,1,4200,Completed
BK-2021-00265,Samir Lee,samir.lee.119@icloud.com,R-101,2021-03-12,2021-03-15,3,1,8500,Completed
BK-2021-00266,Clara OBrien,clara.obrien.114@icloud.com,R-403,2021-03-20,2021-03-24,4,3,20800,Completed
BK-2021-00267,Julia OBrien,julia.obrien.090@gmail.com,R-403,2021-03-20,2021-03-26,6,1,0,Cancelled
BK-2021-00268,Isabella OBrien,isabella.obrien.074@icloud.com,R-401,2021-03-20,2021-03-22,2,1,13700,Completed
BK-2021-00269,Arjun Tanaka,arjun.tanaka.113@proton.me,R-401,2021-03-21,2021-03-24,3,1,0,Cancelled
BK-2021-00270,Liam Chua,liam.chua.006.2@outlook.com,R-303,2021-03-22,2021-03-26,4,3,0,Cancelled
BK-2021-00271,Ethan Tanaka,ethan.tanaka.105@gmail.com,R-104,2021-03-23,2021-03-30,7,1,18800,Completed
BK-2021-00272,Maria Lee,maria.lee.031.2@outlook.com,R-103,2021-03-25,2021-03-29,4,2,10800,Completed
BK-2021-00273,Arjun Garcia,arjun.garcia.083@proton.me,R-306,2021-03-28,2021-03-30,2,1,13000,Completed
BK-2021-00274,Mei Bennett,mei.bennett.112@yahoo.com,R-106,2021-04-02,2021-04-06,4,3,20800,Completed
BK-2021-00275,Daniel Garcia,daniel.garcia.051.2@outlook.com,R-303,2021-04-03,2021-04-05,2,1,10400,Completed
BK-2021-00276,Noah Singh,noah.singh.013.2@proton.me,R-101,2021-04-04,2021-04-05,1,1,2700,Completed
BK-2021-00277,Ethan Lee,ethan.lee.015.2@gmail.com,R-206,2021-04-05,2021-04-08,3,2,12100,Completed
BK-2021-00278,Maya Bennett,maya.bennett.016.2@outlook.com,R-303,2021-04-05,2021-04-10,5,4,24600,Completed
BK-2021-00279,Liam Bennett,liam.bennett.096@outlook.com,R-102,2021-04-05,2021-04-08,3,2,8100,Completed
BK-2021-00280,Kenji Garcia,kenji.garcia.011.2@outlook.com,R-402,2021-04-05,2021-04-10,5,3,32500,Completed
BK-2021-00281,Chen Tanaka,chen.tanaka.097@yahoo.com,R-404,2021-04-05,2021-04-10,5,2,24600,Completed
BK-2021-00282,Samir Tanaka,samir.tanaka.089@icloud.com,R-402,2021-04-06,2021-04-07,1,4,6500,Completed
BK-2021-00283,Arjun Tanaka,arjun.tanaka.113@proton.me,R-106,2021-04-06,2021-04-10,4,5,19700,Completed
BK-2021-00284,Chen Lee,chen.lee.007.2@yahoo.com,R-402,2021-04-10,2021-04-15,5,3,34200,Completed
BK-2021-00285,Chen Singh,chen.singh.037.2@yahoo.com,R-204,2021-04-11,2021-04-15,4,1,16100,Completed
BK-2021-00286,Nina Bennett,nina.bennett.056.2@outlook.com,R-402,2021-04-12,2021-04-16,4,1,26000,Completed
BK-2021-00287,Aiko Lee,aiko.lee.063@proton.me,R-203,2021-04-13,2021-04-16,3,2,12100,Completed
BK-2021-00288,Amara Bennett,amara.bennett.072@yahoo.com,R-403,2021-04-16,2021-04-19,3,3,15600,Completed
BK-2021-00289,Samir Singh,samir.singh.029.2@icloud.com,R-202,2021-04-17,2021-04-21,4,2,11300,Completed
BK-2021-00290,James Patel,james.patel.004.2@icloud.com,R-101,2021-04-21,2021-04-25,4,1,10800,Completed
BK-2021-00291,Julia Patel,julia.patel.060.2@gmail.com,R-206,2021-04-23,2021-04-25,2,3,0,Cancelled
BK-2021-00292,Chen Lee,chen.lee.007.2@yahoo.com,R-206,2021-04-24,2021-04-28,4,2,17000,Completed
BK-2021-00293,James Bennett,james.bennett.064@icloud.com,R-101,2021-04-25,2021-04-28,3,1,8100,Completed
BK-2021-00294,Nina Patel,nina.patel.116@outlook.com,R-105,2021-04-28,2021-04-30,2,5,9900,Completed
BK-2021-00295,Sofia Bennett,sofia.bennett.008.2@proton.me,R-106,2021-04-28,2021-05-02,4,2,19700,Completed
BK-2021-00296,Miguel Tanaka,miguel.tanaka.009.2@icloud.com,R-101,2021-04-29,2021-05-01,2,1,5400,Completed
BK-2021-00297,Liam OBrien,liam.obrien.066@outlook.com,R-203,2021-04-29,2021-05-04,5,2,20200,Completed
BK-2021-00298,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-302,2021-04-29,2021-05-01,2,1,8100,Completed
BK-2021-00299,Samir Tanaka,samir.tanaka.089@icloud.com,R-105,2021-04-30,2021-05-02,2,4,10400,Completed
BK-2021-00300,Julia Patel,julia.patel.060.2@gmail.com,R-102,2021-05-01,2021-05-02,1,1,2800,Completed
BK-2021-00301,Grace OBrien,grace.obrien.050.2@gmail.com,R-105,2021-05-01,2021-05-04,3,2,15600,Completed
BK-2021-00302,Yuna Chua,yuna.chua.078@proton.me,R-101,2021-05-01,2021-05-03,2,1,5700,Completed
BK-2021-00303,Elena Patel,elena.patel.028.2@proton.me,R-102,2021-05-02,2021-05-08,6,1,16100,Completed
BK-2021-00304,Clara Bennett,clara.bennett.024.2@icloud.com,R-305,2021-05-02,2021-05-05,3,1,0,Cancelled
BK-2021-00305,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-103,2021-05-03,2021-05-10,7,2,18800,Completed
BK-2021-00306,Lucas Lee,lucas.lee.047.2@yahoo.com,R-102,2021-05-03,2021-05-06,3,1,8100,Completed
BK-2021-00307,Elena Chua,elena.chua.118@proton.me,R-103,2021-05-04,2021-05-11,7,2,18800,Completed
BK-2021-00308,Kenji Lee,kenji.lee.071@outlook.com,R-403,2021-05-05,2021-05-11,6,5,29600,Completed
BK-2021-00309,Daniel Garcia,daniel.garcia.051.2@outlook.com,R-103,2021-05-07,2021-05-11,4,2,11300,Completed
BK-2021-00310,Ethan Tanaka,ethan.tanaka.105@gmail.com,R-102,2021-05-09,2021-05-12,3,1,8100,Completed
BK-2021-00311,Amara Patel,amara.patel.012.2@yahoo.com,R-306,2021-05-16,2021-05-17,1,4,6500,Completed
BK-2021-00312,Lucas Tanaka,lucas.tanaka.017.2@yahoo.com,R-201,2021-05-20,2021-05-23,3,2,8100,Completed
BK-2021-00313,Amara Patel,amara.patel.012.2@yahoo.com,R-201,2021-05-22,2021-05-25,3,2,8500,Completed
BK-2021-00314,Kenji Singh,kenji.singh.101@outlook.com,R-304,2021-05-24,2021-05-26,2,1,9900,Completed
BK-2021-00315,Maya Chua,maya.chua.046.2@outlook.com,R-105,2021-05-25,2021-05-28,3,5,14800,Completed
BK-2021-00316,Miguel Garcia,miguel.garcia.099@icloud.com,R-403,2021-05-25,2021-05-28,3,1,14800,Completed
BK-2021-00317,Samir Garcia,samir.garcia.059.2@icloud.com,R-306,2021-05-26,2021-06-02,7,3,45500,Completed
BK-2021-00318,Mei OBrien,mei.obrien.082@yahoo.com,R-202,2021-05-27,2021-05-30,3,1,8100,Completed
BK-2021-00319,David Patel,david.patel.092@yahoo.com,R-204,2021-05-27,2021-05-30,3,2,12100,Completed
BK-2021-00320,Elena Chua,elena.chua.118@proton.me,R-104,2021-05-30,2021-06-02,3,2,0,Cancelled
BK-2021-00321,Julia Bennett,julia.bennett.120@gmail.com,R-106,2021-05-31,2021-06-03,3,4,14800,Completed
BK-2021-00322,Aiko Singh,aiko.singh.093@proton.me,R-104,2021-05-31,2021-06-02,2,1,5400,Completed
BK-2021-00323,Maria Singh,maria.singh.061.2@outlook.com,R-404,2021-05-31,2021-06-03,3,1,14800,Completed
BK-2021-00324,Kenji Singh,kenji.singh.101@outlook.com,R-102,2021-06-01,2021-06-04,3,2,7200,Completed
BK-2021-00325,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-106,2021-06-03,2021-06-06,3,4,13200,Completed
BK-2021-00326,Sofia OBrien,sofia.obrien.098@proton.me,R-202,2021-06-04,2021-06-08,4,2,10200,Completed
BK-2021-00327,Samir Lee,samir.lee.119@icloud.com,R-104,2021-06-05,2021-06-08,3,1,7600,Completed
BK-2021-00328,Julia Patel,julia.patel.060.2@gmail.com,R-301,2021-06-05,2021-06-07,2,3,7600,Completed
BK-2021-00329,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-202,2021-06-05,2021-06-08,3,2,7600,Completed
BK-2021-00330,Liam OBrien,liam.obrien.066@outlook.com,R-105,2021-06-06,2021-06-09,3,4,13200,Completed
BK-2021-00331,Amara Patel,amara.patel.012.2@yahoo.com,R-303,2021-06-06,2021-06-11,5,5,22000,Completed
BK-2021-00332,Noah Garcia,noah.garcia.043.2@proton.me,R-202,2021-06-08,2021-06-12,4,1,9600,Completed
BK-2021-00333,Lucas Singh,lucas.singh.077@yahoo.com,R-203,2021-06-12,2021-06-15,3,1,11400,Completed
BK-2021-00334,Oscar Singh,oscar.singh.117@yahoo.com,R-101,2021-06-15,2021-06-22,7,2,16800,Completed
BK-2021-00335,Ethan Garcia,ethan.garcia.075@gmail.com,R-306,2021-06-16,2021-06-19,3,1,0,Cancelled
BK-2021-00336,Ethan Garcia,ethan.garcia.075@gmail.com,R-402,2021-06-16,2021-06-19,3,4,17400,Completed
BK-2021-00337,Noah Tanaka,noah.tanaka.073@proton.me,R-205,2021-06-16,2021-06-17,1,2,3600,Completed
BK-2021-00338,Isabella Chua,isabella.chua.014.2@icloud.com,R-306,2021-06-18,2021-06-21,3,4,18400,Completed
BK-2021-00339,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-302,2021-06-23,2021-06-27,4,1,14400,Completed
BK-2021-00340,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-402,2021-06-26,2021-07-01,5,4,30700,Completed
BK-2021-00341,Daniel Lee,daniel.lee.111@outlook.com,R-102,2021-06-28,2021-07-01,3,2,7200,Completed
BK-2021-00342,Lucas Singh,lucas.singh.077@yahoo.com,R-101,2021-06-28,2021-07-01,3,1,7200,Completed
BK-2021-00343,Andre Lee,andre.lee.055.2@gmail.com,R-103,2021-07-02,2021-07-07,5,1,0,Cancelled
BK-2021-00344,Arjun Singh,arjun.singh.053.2@proton.me,R-402,2021-07-02,2021-07-04,2,3,0,Cancelled
BK-2021-00345,Chen Lee,chen.lee.007.2@yahoo.com,R-102,2021-07-03,2021-07-09,6,1,15300,Completed
BK-2021-00346,Amara Chua,amara.chua.102@yahoo.com,R-101,2021-07-04,2021-07-10,6,2,14400,Completed
BK-2021-00347,Maria Singh,maria.singh.061.2@outlook.com,R-106,2021-07-13,2021-07-19,6,4,26400,Completed
BK-2021-00348,Noah Garcia,noah.garcia.043.2@proton.me,R-304,2021-07-14,2021-07-17,3,3,0,Cancelled
BK-2021-00349,Clara Chua,clara.chua.054.2@icloud.com,R-101,2021-07-16,2021-07-20,4,1,10200,Completed
BK-2021-00350,Chen Singh,chen.singh.037.2@yahoo.com,R-306,2021-07-17,2021-07-18,1,1,6100,Completed
BK-2021-00351,Kenji Lee,kenji.lee.071@outlook.com,R-203,2021-07-18,2021-07-21,3,1,10800,Completed
BK-2021-00352,Maya Chua,maya.chua.046.2@outlook.com,R-205,2021-07-19,2021-07-26,7,2,25200,Completed
BK-2021-00353,Arjun Garcia,arjun.garcia.083@proton.me,R-206,2021-07-19,2021-07-20,1,3,3600,Completed
BK-2021-00354,Andre Garcia,andre.garcia.115@gmail.com,R-104,2021-07-25,2021-07-27,2,2,4800,Completed
BK-2021-00355,Arjun Tanaka,arjun.tanaka.113@proton.me,R-103,2021-07-25,2021-07-29,4,1,9600,Completed
BK-2021-00356,Noah Singh,noah.singh.013.2@proton.me,R-404,2021-07-26,2021-07-30,4,4,17600,Completed
BK-2021-00357,Samir Lee,samir.lee.119@icloud.com,R-201,2021-07-27,2021-07-28,1,1,2400,Completed
BK-2021-00358,David Bennett,david.bennett.032.2@yahoo.com,R-305,2021-07-29,2021-08-01,3,1,17400,Completed
BK-2021-00359,Yuna Patel,yuna.patel.108@proton.me,R-302,2021-07-30,2021-08-05,6,2,22900,Completed
BK-2021-00360,Priya Tanaka,priya.tanaka.065@gmail.com,R-202,2021-08-02,2021-08-06,4,1,9600,Completed
BK-2021-00361,Maria Tanaka,maria.tanaka.001.2@outlook.com,R-203,2021-08-03,2021-08-07,4,3,14400,Completed
BK-2021-00362,Clara Bennett,clara.bennett.024.2@icloud.com,R-101,2021-08-03,2021-08-07,4,2,9600,Completed
BK-2021-00363,Mei OBrien,mei.obrien.082@yahoo.com,R-206,2021-08-05,2021-08-08,3,1,10800,Completed
BK-2021-00364,Lucas Garcia,lucas.garcia.107@yahoo.com,R-403,2021-08-06,2021-08-08,2,5,9300,Completed
BK-2021-00365,Oscar Lee,oscar.lee.087@yahoo.com,R-101,2021-08-06,2021-08-13,7,2,17800,Completed
BK-2021-00366,Clara OBrien,clara.obrien.114@icloud.com,R-402,2021-08-07,2021-08-10,3,4,18400,Completed
BK-2021-00367,Nina OBrien,nina.obrien.026.2@outlook.com,R-202,2021-08-15,2021-08-18,3,2,7200,Completed
BK-2021-00368,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-106,2021-08-16,2021-08-19,3,4,13200,Completed
BK-2021-00369,Ethan Garcia,ethan.garcia.075@gmail.com,R-204,2021-08-17,2021-08-21,4,1,14400,Completed
BK-2021-00370,James Bennett,james.bennett.064@icloud.com,R-304,2021-08-21,2021-08-22,1,5,4700,Completed
BK-2021-00371,Clara Bennett,clara.bennett.024.2@icloud.com,R-106,2021-08-22,2021-08-23,1,5,4400,Completed
BK-2021-00372,Oscar Garcia,oscar.garcia.027.2@yahoo.com,R-103,2021-08-27,2021-08-29,2,2,5100,Completed
BK-2021-00373,Liam Bennett,liam.bennett.096@outlook.com,R-102,2021-08-30,2021-09-01,2,1,4800,Completed
BK-2021-00374,Aiko Singh,aiko.singh.093@proton.me,R-303,2021-09-02,2021-09-08,6,2,26400,Completed
BK-2021-00375,Sofia Bennett,sofia.bennett.008.2@proton.me,R-404,2021-09-02,2021-09-08,6,2,26400,Completed
BK-2021-00376,Lucas Garcia,lucas.garcia.107@yahoo.com,R-103,2021-09-07,2021-09-11,4,2,9600,Completed
BK-2021-00377,Maria Garcia,maria.garcia.091@outlook.com,R-206,2021-09-07,2021-09-09,2,1,7200,Completed
BK-2021-00378,Chen Garcia,chen.garcia.067@yahoo.com,R-205,2021-09-10,2021-09-17,7,1,26700,Completed
BK-2021-00379,Elena OBrien,elena.obrien.058.2@proton.me,R-101,2021-09-12,2021-09-15,3,1,7200,Completed
BK-2021-00380,Samir Singh,samir.singh.029.2@icloud.com,R-302,2021-09-14,2021-09-16,2,1,7200,Completed
BK-2021-00381,Rafael Singh,rafael.singh.109@icloud.com,R-201,2021-09-17,2021-09-24,7,2,17800,Completed
BK-2021-00382,Liam Chua,liam.chua.006.2@outlook.com,R-402,2021-09-17,2021-09-24,7,1,43000,Completed
BK-2021-00383,Oscar Tanaka,oscar.tanaka.057.2@yahoo.com,R-403,2021-09-18,2021-09-22,4,2,18700,Completed
BK-2021-00384,Daniel Lee,daniel.lee.111@outlook.com,R-203,2021-09-19,2021-09-20,1,1,3600,Completed
BK-2021-00385,Samir Singh,samir.singh.029.2@icloud.com,R-205,2021-09-22,2021-09-25,3,1,10800,Completed
BK-2021-00386,Rafael Lee,rafael.lee.079@icloud.com,R-105,2021-09-26,2021-10-03,7,4,30800,Completed
BK-2021-00387,Arjun Lee,arjun.lee.023.2@proton.me,R-404,2021-09-26,2021-10-03,7,3,30800,Completed
BK-2021-00388,Maria Lee,maria.lee.031.2@outlook.com,R-203,2021-09-27,2021-09-30,3,2,10800,Completed
BK-2021-00389,Arjun Lee,arjun.lee.023.2@proton.me,R-105,2021-09-28,2021-10-05,7,3,30800,Completed
BK-2021-00390,Andre Singh,andre.singh.085@gmail.com,R-201,2021-09-28,2021-09-30,2,2,0,Cancelled
BK-2021-00391,Sofia Chua,sofia.chua.038.2@proton.me,R-102,2021-09-29,2021-10-01,2,1,4800,Completed
BK-2021-00392,Hannah Chua,hannah.chua.070@gmail.com,R-301,2021-10-01,2021-10-04,3,3,11400,Completed
BK-2021-00393,Priya Lee,priya.lee.095@gmail.com,R-404,2021-10-01,2021-10-03,2,1,9300,Completed
BK-2021-00394,Chen Lee,chen.lee.007.2@yahoo.com,R-203,2021-10-04,2021-10-09,5,1,18000,Completed
BK-2021-00395,Elena Bennett,elena.bennett.088@proton.me,R-202,2021-10-06,2021-10-11,5,1,12000,Completed
BK-2021-00396,Ethan Tanaka,ethan.tanaka.105@gmail.com,R-302,2021-10-08,2021-10-12,4,1,15300,Completed
BK-2021-00397,James Bennett,james.bennett.064@icloud.com,R-104,2021-10-09,2021-10-11,2,1,5100,Completed
BK-2021-00398,Grace OBrien,grace.obrien.050.2@gmail.com,R-304,2021-10-17,2021-10-20,3,5,13200,Completed
BK-2021-00399,Noah Tanaka,noah.tanaka.073@proton.me,R-404,2021-10-17,2021-10-22,5,5,22000,Completed
BK-2021-00400,James Patel,james.patel.004.2@icloud.com,R-201,2021-10-17,2021-10-18,1,1,2400,Completed
BK-2021-00401,Yuna Chua,yuna.chua.078@proton.me,R-206,2021-10-19,2021-10-23,4,1,14400,Completed
BK-2021-00402,Liam Chua,liam.chua.006.2@outlook.com,R-302,2021-10-19,2021-10-26,7,1,25200,Completed
BK-2021-00403,Andre Tanaka,andre.tanaka.025.2@gmail.com,R-202,2021-10-22,2021-10-29,7,2,0,Cancelled
BK-2021-00404,Rafael Singh,rafael.singh.109@icloud.com,R-205,2021-10-26,2021-10-28,2,2,0,Cancelled
BK-2021-00405,Yuna OBrien,yuna.obrien.018.2@proton.me,R-104,2021-10-29,2021-10-31,2,2,0,Cancelled
BK-2021-00406,Clara Bennett,clara.bennett.024.2@icloud.com,R-304,2021-11-01,2021-11-04,3,1,14800,Completed
BK-2021-00407,Maria Garcia,maria.garcia.091@outlook.com,R-206,2021-11-02,2021-11-06,4,3,16100,Completed
BK-2021-00408,Sofia Patel,sofia.patel.068@proton.me,R-401,2021-11-05,2021-11-08,3,2,20500,Completed
BK-2021-00409,Noah Lee,noah.lee.103@proton.me,R-403,2021-11-06,2021-11-08,2,4,10400,Completed
BK-2021-00410,Kenji Tanaka,kenji.tanaka.041.2@outlook.com,R-203,2021-11-08,2021-11-10,2,2,0,Cancelled
BK-2021-00411,Samir Garcia,samir.garcia.059.2@icloud.com,R-302,2021-11-09,2021-11-11,2,1,8100,Completed
BK-2021-00412,Lucas Tanaka,lucas.tanaka.017.2@yahoo.com,R-301,2021-11-11,2021-11-14,3,1,12100,Completed
BK-2021-00413,David Chua,david.chua.062@yahoo.com,R-203,2021-11-14,2021-11-19,5,3,20200,Completed
BK-2021-00414,Kenji Lee,kenji.lee.071@outlook.com,R-103,2021-11-15,2021-11-18,3,1,8100,Completed
BK-2021-00415,Maria Lee,maria.lee.031.2@outlook.com,R-102,2021-11-16,2021-11-18,2,1,5400,Completed
BK-2021-00416,Hannah OBrien,hannah.obrien.010.2@gmail.com,R-104,2021-11-18,2021-11-20,2,2,5400,Completed
BK-2021-00417,David Bennett,david.bennett.032.2@yahoo.com,R-103,2021-11-21,2021-11-24,3,1,8100,Completed
BK-2021-00418,Hannah Patel,hannah.patel.100@gmail.com,R-103,2021-11-23,2021-11-25,2,1,5400,Completed
BK-2021-00419,Nina Patel,nina.patel.116@outlook.com,R-105,2021-11-24,2021-11-28,4,4,0,Cancelled
BK-2021-00420,Liam OBrien,liam.obrien.066@outlook.com,R-201,2021-11-24,2021-11-30,6,2,16100,Completed
BK-2021-00421,Clara Bennett,clara.bennett.024.2@icloud.com,R-104,2021-11-27,2021-11-30,3,1,8500,Completed
BK-2021-00422,Clara Patel,clara.patel.084@icloud.com,R-305,2021-11-28,2021-12-04,6,2,39000,Completed
BK-2021-00423,Kenji Singh,kenji.singh.101@outlook.com,R-203,2021-11-28,2021-12-01,3,3,0,Cancelled
BK-2021-00424,Aiko Lee,aiko.lee.063@proton.me,R-401,2021-11-29,2021-12-05,6,3,39000,Completed
BK-2021-00425,Lucas Singh,lucas.singh.077@yahoo.com,R-306,2021-12-02,2021-12-06,4,1,26000,Completed
BK-2021-00426,David Patel,david.patel.092@yahoo.com,R-404,2021-12-02,2021-12-07,5,1,24600,Completed
BK-2021-00427,Clara Patel,clara.patel.084@icloud.com,R-206,2021-12-03,2021-12-06,3,1,12700,Completed
BK-2021-00428,Aiko Singh,aiko.singh.093@proton.me,R-205,2021-12-04,2021-12-09,5,1,21200,Completed
BK-2021-00429,Yuna OBrien,yuna.obrien.018.2@proton.me,R-106,2021-12-08,2021-12-10,2,1,9900,Completed
BK-2021-00430,Andre Lee,andre.lee.055.2@gmail.com,R-106,2021-12-09,2021-12-10,1,1,4900,Completed
BK-2021-00431,Maya Bennett,maya.bennett.016.2@outlook.com,R-301,2021-12-10,2021-12-14,4,1,17000,Completed
BK-2021-00432,Rafael Singh,rafael.singh.109@icloud.com,R-402,2021-12-11,2021-12-13,2,4,13700,Completed
BK-2021-00433,Daniel Singh,daniel.singh.021.2@outlook.com,R-105,2021-12-12,2021-12-18,6,5,29600,Completed
BK-2021-00434,Samir Singh,samir.singh.029.2@icloud.com,R-106,2021-12-14,2021-12-16,2,5,9900,Completed
BK-2021-00435,Mei OBrien,mei.obrien.082@yahoo.com,R-104,2021-12-14,2021-12-17,3,1,8100,Completed
BK-2021-00436,Sofia Patel,sofia.patel.068@proton.me,R-204,2021-12-17,2021-12-18,1,3,4200,Completed
BK-2021-00437,Hannah Patel,hannah.patel.100@gmail.com,R-203,2021-12-18,2021-12-21,3,1,12700,Completed
BK-2021-00438,Hannah Bennett,hannah.bennett.040.2@gmail.com,R-205,2021-12-23,2021-12-26,3,2,12100,Completed
BK-2021-00439,Daniel Singh,daniel.singh.021.2@outlook.com,R-101,2021-12-23,2021-12-26,3,1,8100,Completed
BK-2021-00440,Noah Garcia,noah.garcia.043.2@proton.me,R-201,2021-12-25,2021-12-31,6,2,17000,Completed
BK-2021-00441,Liam Chua,liam.chua.006.2@outlook.com,R-101,2021-12-26,2021-12-29,3,1,0,Cancelled
BK-2021-00442,Grace Patel,grace.patel.020.2@gmail.com,R-404,2021-12-28,2022-01-04,7,4,34500,Completed
BK-2021-00443,Rafael Lee,rafael.lee.079@icloud.com,R-403,2021-12-29,2022-01-03,5,4,24600,Completed
BK-2021-00444,David OBrien,david.obrien.002.2@yahoo.com,R-101,2021-12-29,2022-01-02,4,1,10800,Completed
BK-2021-00445,Rafael Tanaka,rafael.tanaka.049.2@icloud.com,R-204,2021-12-30,2022-01-01,2,3,8100,Completed
BK-2022-00446,David Chua,david.chua.062@yahoo.com,R-206,2022-01-01,2022-01-08,7,3,26700,Completed
BK-2022-00447,Oscar Lee,oscar.lee.087@yahoo.com,R-105,2022-01-06,2022-01-10,4,2,17600,Completed
BK-2022-00448,Daniel Tanaka,daniel.tanaka.081@outlook.com,R-202,2022-01-06,2022-01-09,3,1,7200,Completed
BK-2022-00449,Ethan Singh,ethan.singh.045.2@gmail.com,R-101,2022-01-07,2022-01-09,2,1,5100,Completed
